0,1
Dataset\words\a06\a06-064\a06-064-06-01.png,such
Dataset\words\a02\a02-020\a02-020-03-04.png,enough
Dataset\words\a01\a01-091u\a01-091u-01-02.png,Tories
Dataset\words\a04\a04-035\a04-035-08-05.png,crash
Dataset\words\c01\c01-066\c01-066-01-00.png,him
Dataset\words\b02\b02-097\b02-097-05-04.png,too
Dataset\words\b01\b01-018\b01-018-06-05.png,is
Dataset\words\a01\a01-122u\a01-122u-04-04.png,cost
Dataset\words\a04\a04-039\a04-039-00-07.png,Moscow
Dataset\words\b01\b01-004\b01-004-03-00.png,Republic
Dataset\words\e02\e02-082\e02-082-02-03.png,an
Dataset\words\b04\b04-020\b04-020-05-05.png,by
Dataset\words\e01\e01-035\e01-035-06-07.png,courtship
Dataset\words\a01\a01-096u\a01-096u-00-02.png,","
Dataset\words\a02\a02-111\a02-111-07-03.png,and
Dataset\words\e06\e06-030\e06-030-07-01.png,quite
Dataset\words\c06\c06-027\c06-027-06-07.png,orbit
Dataset\words\c03\c03-081d\c03-081d-01-06.png,speak
Dataset\words\c04\c04-098\c04-098-05-10.png,on
Dataset\words\d01\d01-056\d01-056-00-02.png,convenient
Dataset\words\a02\a02-090\a02-090-05-08.png,seem
Dataset\words\c02\c02-030\c02-030-04-05.png,smug
Dataset\words\a05\a05-029\a05-029-00-05.png,over
Dataset\words\a01\a01-049\a01-049-05-02.png,Southern
Dataset\words\a01\a01-043u\a01-043u-07-00.png,be
Dataset\words\d04\d04-032\d04-032-07-04.png,is
Dataset\words\d04\d04-053\d04-053-05-05.png,course
Dataset\words\b01\b01-122\b01-122-07-00.png,country
Dataset\words\a01\a01-049u\a01-049u-10-01.png,Mr.
Dataset\words\e01\e01-025\e01-025-04-01.png,it
Dataset\words\b02\b02-013\b02-013-07-02.png,face
Dataset\words\a01\a01-030u\a01-030u-08-07.png,right
Dataset\words\b06\b06-015\b06-015-01-06.png,huge
Dataset\words\e02\e02-082\e02-082-00-02.png,point
Dataset\words\b05\b05-038\b05-038-03-01.png,to
Dataset\words\c04\c04-105\c04-105-02-02.png,to
Dataset\words\b06\b06-071\b06-071-06-03.png,into
Dataset\words\a03\a03-063\a03-063-04-01.png,in
Dataset\words\a01\a01-063\a01-063-08-03.png,quickly
Dataset\words\b05\b05-088\b05-088-07-06.png,days
Dataset\words\b01\b01-033\b01-033-01-08.png,in
Dataset\words\d04\d04-111\d04-111-10-00.png,and
Dataset\words\d06\d06-050\d06-050-02-04.png,Tiredness
Dataset\words\b06\b06-100\b06-100-04-03.png,15-17
Dataset\words\c06\c06-111\c06-111-00-07.png,subtle
Dataset\words\e02\e02-025\e02-025-03-04.png,","
Dataset\words\c03\c03-081e\c03-081e-07-08.png,most
Dataset\words\b01\b01-009\b01-009-03-03.png,would
Dataset\words\b04\b04-181\b04-181-03-07.png,Germany
Dataset\words\c03\c03-021a\c03-021a-06-01.png,of
Dataset\words\a06\a06-119\a06-119-02-04.png,"15,000,000"
Dataset\words\b06\b06-064\b06-064-06-00.png,how
Dataset\words\e07\e07-007\e07-007-00-01.png,biological
Dataset\words\a05\a05-080\a05-080-03-05.png,would
Dataset\words\a06\a06-025\a06-025-07-03.png,operation
Dataset\words\b04\b04-004\b04-004-03-00.png,citizen
Dataset\words\c03\c03-003b\c03-003b-00-00.png,This
Dataset\words\d07\d07-082\d07-082-01-03.png,Gemara
Dataset\words\c03\c03-003f\c03-003f-02-01.png,again
Dataset\words\c03\c03-087c\c03-087c-01-08.png,melo-
Dataset\words\a05\a05-069\a05-069-02-01.png,two-day
Dataset\words\b06\b06-032\b06-032-00-07.png,under
Dataset\words\b06\b06-012\b06-012-04-03.png,last
Dataset\words\b05\b05-038\b05-038-03-03.png,who
Dataset\words\a03\a03-006\a03-006-06-00.png,been
Dataset\words\a06\a06-000\a06-000-07-00.png,some
Dataset\words\c03\c03-021f\c03-021f-00-05.png,is
Dataset\words\a01\a01-014\a01-014-08-07.png,with
Dataset\words\a04\a04-092\a04-092-03-04.png,is
Dataset\words\d07\d07-100\d07-100-03-00.png,is
Dataset\words\b02\b02-013\b02-013-01-00.png,advocate
Dataset\words\c04\c04-008\c04-008-01-03.png,the
Dataset\words\a01\a01-117u\a01-117u-01-00.png,for
Dataset\words\a02\a02-032\a02-032-04-12.png,The
Dataset\words\d06\d06-020\d06-020-00-04.png,that
Dataset\words\a06\a06-064\a06-064-05-05.png,no
Dataset\words\d04\d04-053\d04-053-09-01.png,yourself
Dataset\words\c03\c03-087e\c03-087e-08-02.png,characters
Dataset\words\d07\d07-089\d07-089-06-06.png,Mishnah
Dataset\words\d05\d05-025\d05-025-04-03.png,whose
Dataset\words\e04\e04-004\e04-004-03-08.png,by
Dataset\words\a02\a02-116\a02-116-03-01.png,breach
Dataset\words\a01\a01-003x\a01-003x-04-09.png,they
Dataset\words\c03\c03-084e\c03-084e-03-03.png,night's
Dataset\words\a01\a01-102u\a01-102u-08-02.png,with
Dataset\words\c04\c04-116\c04-116-01-19.png,.
Dataset\words\a02\a02-032\a02-032-02-04.png,strikers
Dataset\words\e06\e06-026\e06-026-06-00.png,water
Dataset\words\c06\c06-091\c06-091-00-02.png,hereabouts
Dataset\words\b01\b01-136\b01-136-05-07.png,will
Dataset\words\c02\c02-000\c02-000-04-04.png,des
Dataset\words\a03\a03-059\a03-059-04-06.png,under
Dataset\words\a04\a04-072\a04-072-10-01.png,other
Dataset\words\d06\d06-096\d06-096-03-05.png,inevitable
Dataset\words\b01\b01-113\b01-113-05-06.png,be
Dataset\words\a05\a05-104\a05-104-09-02.png,""""
Dataset\words\e02\e02-094\e02-094-09-05.png,be
Dataset\words\a01\a01-011\a01-011-02-05.png,will
Dataset\words\a01\a01-020x\a01-020x-04-04.png,the
Dataset\words\e01\e01-025\e01-025-07-02.png,to
Dataset\words\b04\b04-040\b04-040-01-02.png,to
Dataset\words\c02\c02-049\c02-049-02-01.png,Godard's
Dataset\words\b06\b06-071\b06-071-00-00.png,Ordinary
Dataset\words\e06\e06-021\e06-021-03-05.png,are
Dataset\words\a06\a06-008\a06-008-04-03.png,Budget
Dataset\words\a04\a04-054\a04-054-05-06.png,did
Dataset\words\c03\c03-016b\c03-016b-09-04.png,away
Dataset\words\b01\b01-038\b01-038-07-01.png,it
Dataset\words\a01\a01-087\a01-087-04-02.png,and
Dataset\words\a06\a06-020\a06-020-03-03.png,.
Dataset\words\c03\c03-084a\c03-084a-02-00.png,of
Dataset\words\e04\e04-068\e04-068-00-04.png,a
Dataset\words\c06\c06-039\c06-039-06-07.png,before
Dataset\words\b06\b06-075\b06-075-04-00.png,being
Dataset\words\c03\c03-003a\c03-003a-01-00.png,conceived
Dataset\words\b01\b01-084\b01-084-06-03.png,support
Dataset\words\b05\b05-032\b05-032-06-04.png,these
Dataset\words\c03\c03-007e\c03-007e-01-03.png,in
Dataset\words\d01\d01-056\d01-056-03-02.png,just
Dataset\words\d04\d04-053\d04-053-06-06.png,""""
Dataset\words\a03\a03-023\a03-023-04-02.png,Xieng
Dataset\words\b06\b06-032\b06-032-02-01.png,not
Dataset\words\a04\a04-035\a04-035-09-06.png,tarmac
Dataset\words\b01\b01-073\b01-073-03-06.png,in
Dataset\words\a01\a01-102\a01-102-10-04.png,.
Dataset\words\d06\d06-063\d06-063-05-04.png,their
Dataset\words\b01\b01-079\b01-079-04-09.png,a
Dataset\words\d04\d04-131\d04-131-01-07.png,bring
Dataset\words\b04\b04-140\b04-140-03-08.png,her
Dataset\words\a04\a04-043\a04-043-05-01.png,were
Dataset\words\d06\d06-100\d06-100-07-00.png,day
Dataset\words\e01\e01-119\e01-119-07-09.png,.
Dataset\words\b01\b01-084\b01-084-02-06.png,about
Dataset\words\c02\c02-049\c02-049-09-01.png,(
Dataset\words\e06\e06-015\e06-015-05-02.png,gather
Dataset\words\b05\b05-067\b05-067-02-12.png,base
Dataset\words\c02\c02-056\c02-056-08-03.png,the
Dataset\words\a01\a01-003\a01-003-10-01.png,.
Dataset\words\c02\c02-035\c02-035-05-06.png,his
Dataset\words\a05\a05-053\a05-053-10-00.png,principle
Dataset\words\a01\a01-132\a01-132-04-01.png,financing
Dataset\words\d06\d06-076\d06-076-00-02.png,then
Dataset\words\a05\a05-116\a05-116-06-04.png,we
Dataset\words\a01\a01-043\a01-043-07-07.png,there
Dataset\words\b03\b03-025\b03-025-02-07.png,disarmament
Dataset\words\d04\d04-066\d04-066-08-02.png,grasp
Dataset\words\a01\a01-068u\a01-068u-02-01.png,upsetting
Dataset\words\c06\c06-080\c06-080-05-05.png,Most
Dataset\words\a03\a03-050\a03-050-04-04.png,now
Dataset\words\d06\d06-020\d06-020-02-04.png,life
Dataset\words\b06\b06-097\b06-097-00-00.png,This
Dataset\words\b06\b06-032\b06-032-00-06.png,Nato
Dataset\words\d01\d01-049\d01-049-04-07.png,by
Dataset\words\a01\a01-113\a01-113-06-06.png,was
Dataset\words\b06\b06-056\b06-056-08-00.png,with
Dataset\words\a04\a04-096\a04-096-07-08.png,the
Dataset\words\b06\b06-027\b06-027-08-05.png,caused
Dataset\words\b01\b01-094\b01-094-02-04.png,its
Dataset\words\c03\c03-096b\c03-096b-05-04.png,asking
Dataset\words\e04\e04-004\e04-004-00-10.png,by
Dataset\words\a04\a04-000\a04-000-03-02.png,Whitehall
Dataset\words\a06\a06-152\a06-152-03-04.png,are
Dataset\words\c04\c04-004\c04-004-01-04.png,End
Dataset\words\b04\b04-116\b04-116-07-06.png,power
Dataset\words\b06\b06-100\b06-100-07-00.png,centage
Dataset\words\e06\e06-006\e06-006-04-08.png,separate
Dataset\words\b01\b01-073\b01-073-00-02.png,reaction
Dataset\words\a04\a04-006\a04-006-08-04.png,special
Dataset\words\a01\a01-117\a01-117-01-01.png,than
Dataset\words\a06\a06-134\a06-134-02-14.png,peace
Dataset\words\a06\a06-000\a06-000-02-07.png,to
Dataset\words\b04\b04-162\b04-162-00-07.png,Rhodesia
Dataset\words\c03\c03-021e\c03-021e-05-00.png,who
Dataset\words\d07\d07-096\d07-096-04-04.png,no
Dataset\words\d07\d07-100\d07-100-02-01.png,part
Dataset\words\a04\a04-003\a04-003-04-02.png,he
Dataset\words\a04\a04-092\a04-092-00-03.png,kinds
Dataset\words\a02\a02-027\a02-027-02-04.png,the
Dataset\words\b03\b03-098\b03-098-01-02.png,help
Dataset\words\d01\d01-104\d01-104-04-04.png,in
Dataset\words\a01\a01-014u\a01-014u-01-03.png,talks
Dataset\words\a05\a05-094\a05-094-00-05.png,is
Dataset\words\e04\e04-043\e04-043-03-00.png,construction
Dataset\words\d06\d06-030\d06-030-02-06.png,up
Dataset\words\b06\b06-049\b06-049-07-03.png,with
Dataset\words\a04\a04-081\a04-081-09-04.png,industry
Dataset\words\a01\a01-091\a01-091-10-00.png,supporters
Dataset\words\a03\a03-066\a03-066-01-06.png,persuade
Dataset\words\b04\b04-128\b04-128-00-07.png,moment
Dataset\words\a01\a01-043x\a01-043x-06-08.png,discrimination
Dataset\words\c04\c04-170\c04-170-01-05.png,to
Dataset\words\e04\e04-022\e04-022-01-09.png,mark
Dataset\words\d06\d06-104\d06-104-04-02.png,day
Dataset\words\e01\e01-032\e01-032-10-03.png,the
Dataset\words\e02\e02-091\e02-091-07-00.png,certain
Dataset\words\b05\b05-058\b05-058-04-09.png,million
Dataset\words\c03\c03-094f\c03-094f-03-06.png,by
Dataset\words\e06\e06-010\e06-010-03-09.png,from
Dataset\words\e04\e04-083\e04-083-00-07.png,bevelled
Dataset\words\d01\d01-049\d01-049-07-00.png,this
Dataset\words\e02\e02-082\e02-082-07-02.png,use
Dataset\words\b06\b06-087\b06-087-02-06.png,Union
Dataset\words\a02\a02-017\a02-017-02-03.png,Office
Dataset\words\e04\e04-083\e04-083-03-04.png,chines
Dataset\words\e06\e06-021\e06-021-05-03.png,thousands
Dataset\words\d06\d06-011\d06-011-03-08.png,a
Dataset\words\a04\a04-099\a04-099-06-02.png,American
Dataset\words\a01\a01-000x\a01-000x-03-05.png,resolution
Dataset\words\d06\d06-100\d06-100-01-04.png,","
Dataset\words\a04\a04-099\a04-099-07-05.png,of
Dataset\words\b01\b01-079\b01-079-01-06.png,The
Dataset\words\a05\a05-073\a05-073-08-06.png,the
Dataset\words\d04\d04-125\d04-125-02-04.png,to
Dataset\words\c03\c03-081d\c03-081d-02-02.png,;
Dataset\words\d05\d05-040\d05-040-04-05.png,down
Dataset\words\a03\a03-063\a03-063-10-05.png,scientific
Dataset\words\a05\a05-089\a05-089-00-00.png,The
Dataset\words\d06\d06-020\d06-020-05-08.png,that
Dataset\words\a05\a05-004\a05-004-02-08.png,","
Dataset\words\c03\c03-007f\c03-007f-06-00.png,head-stones
Dataset\words\e04\e04-043\e04-043-01-00.png,rowing
Dataset\words\c06\c06-106\c06-106-00-04.png,knock-out
Dataset\words\b02\b02-013\b02-013-01-03.png,any
Dataset\words\a05\a05-029\a05-029-09-00.png,his
Dataset\words\c03\c03-094a\c03-094a-09-01.png,gaudy
Dataset\words\a04\a04-035\a04-035-07-04.png,A
Dataset\words\c03\c03-094a\c03-094a-00-06.png,is
Dataset\words\c03\c03-094c\c03-094c-01-09.png,palely
Dataset\words\e01\e01-107\e01-107-02-07.png,size
Dataset\words\b05\b05-079\b05-079-00-04.png,included
Dataset\words\e02\e02-086\e02-086-05-02.png,tools
Dataset\words\b02\b02-097\b02-097-08-01.png,done
Dataset\words\b05\b05-071\b05-071-04-01.png,and
Dataset\words\e01\e01-029\e01-029-06-04.png,in
Dataset\words\a02\a02-111\a02-111-03-01.png,BUTLER
Dataset\words\c02\c02-000\c02-000-08-01.png,first
Dataset\words\a04\a04-000\a04-000-02-01.png,Market
Dataset\words\a02\a02-072\a02-072-02-06.png,in
Dataset\words\d01\d01-024\d01-024-02-01.png,entirely
Dataset\words\a01\a01-072u\a01-072u-05-02.png,Government
Dataset\words\d01\d01-052\d01-052-04-07.png,version
Dataset\words\a01\a01-077\a01-077-04-03.png,did
Dataset\words\c04\c04-050\c04-050-04-03.png,","
Dataset\words\d04\d04-086\d04-086-02-00.png,are
Dataset\words\a04\a04-069\a04-069-02-03.png,of
Dataset\words\a03\a03-080\a03-080-05-06.png,lesser
Dataset\words\e01\e01-029\e01-029-02-03.png,and
Dataset\words\a01\a01-030u\a01-030u-03-04.png,secret
Dataset\words\a02\a02-027\a02-027-09-02.png,.
Dataset\words\a03\a03-006\a03-006-04-04.png,so
Dataset\words\a04\a04-103\a04-103-08-08.png,""""
Dataset\words\c02\c02-082\c02-082-03-02.png,)
Dataset\words\c03\c03-087e\c03-087e-05-09.png,or
Dataset\words\b06\b06-068\b06-068-07-03.png,new
Dataset\words\d04\d04-032\d04-032-01-03.png,on
Dataset\words\e04\e04-026\e04-026-04-01.png,angle
Dataset\words\a03\a03-006\a03-006-06-03.png,any
Dataset\words\a03\a03-011\a03-011-01-04.png,view
Dataset\words\a05\a05-009\a05-009-00-03.png,numerous
Dataset\words\c03\c03-021a\c03-021a-02-02.png,women
Dataset\words\d06\d06-003\d06-003-05-03.png,fears
Dataset\words\c02\c02-059\c02-059-10-03.png,the
Dataset\words\d06\d06-003\d06-003-01-07.png,fears
Dataset\words\e01\e01-092\e01-092-05-07.png,It
Dataset\words\d01\d01-060\d01-060-04-06.png,accounts
Dataset\words\b04\b04-103\b04-103-02-05.png,are
Dataset\words\d01\d01-024\d01-024-06-08.png,best
Dataset\words\d06\d06-063\d06-063-06-06.png,days
Dataset\words\c02\c02-026\c02-026-02-07.png,of
Dataset\words\a06\a06-119\a06-119-06-05.png,up
Dataset\words\b01\b01-000\b01-000-04-03.png,.
Dataset\words\a01\a01-113\a01-113-03-11.png,easy
Dataset\words\d06\d06-096\d06-096-05-00.png,it
Dataset\words\a04\a04-015\a04-015-04-03.png,the
Dataset\words\d06\d06-041\d06-041-03-05.png,.
Dataset\words\b06\b06-015\b06-015-05-02.png,past
Dataset\words\e01\e01-062\e01-062-02-06.png,a
Dataset\words\a01\a01-077\a01-077-02-03.png,Egginton
Dataset\words\b06\b06-064\b06-064-00-02.png,have
Dataset\words\b06\b06-008\b06-008-06-05.png,Mail
Dataset\words\c04\c04-004\c04-004-03-05.png,","
Dataset\words\d06\d06-107\d06-107-00-02.png,a
Dataset\words\b01\b01-062\b01-062-01-02.png,a
Dataset\words\e07\e07-000\e07-000-02-09.png,or
Dataset\words\b06\b06-008\b06-008-04-00.png,1961
Dataset\words\b03\b03-098\b03-098-03-03.png,","
Dataset\words\c03\c03-003a\c03-003a-07-00.png,Mr.
Dataset\words\a04\a04-000\a04-000-05-00.png,to
Dataset\words\c03\c03-007e\c03-007e-00-01.png,A
Dataset\words\b06\b06-090\b06-090-02-00.png,present
Dataset\words\d04\d04-047\d04-047-07-00.png,the
Dataset\words\a03\a03-017\a03-017-00-06.png,replied
Dataset\words\e06\e06-003\e06-003-00-00.png,Thus
Dataset\words\c02\c02-059\c02-059-10-06.png,come
Dataset\words\d07\d07-096\d07-096-06-03.png,have
Dataset\words\b01\b01-014\b01-014-00-05.png,can
Dataset\words\d06\d06-067\d06-067-02-04.png,mind
Dataset\words\a04\a04-089\a04-089-06-06.png,out
Dataset\words\b04\b04-054\b04-054-05-08.png,years
Dataset\words\c03\c03-081f\c03-081f-06-03.png,brief
Dataset\words\b04\b04-134\b04-134-05-07.png,that
Dataset\words\c03\c03-096a\c03-096a-06-04.png,their
Dataset\words\e06\e06-033\e06-033-01-05.png,","
Dataset\words\e06\e06-021\e06-021-02-05.png,will
Dataset\words\d01\d01-104\d01-104-04-05.png,A.D.
Dataset\words\e01\e01-055\e01-055-08-08.png,uses
Dataset\words\d01\d01-098\d01-098-03-06.png,ample
Dataset\words\a01\a01-030\a01-030-02-04.png,I
Dataset\words\d06\d06-050\d06-050-03-05.png,with
Dataset\words\b06\b06-087\b06-087-08-10.png,.
Dataset\words\c04\c04-156\c04-156-05-02.png,officer
Dataset\words\c03\c03-087f\c03-087f-06-02.png,the
Dataset\words\a02\a02-037\a02-037-08-08.png,to
Dataset\words\b04\b04-128\b04-128-06-04.png,.
Dataset\words\e04\e04-004\e04-004-00-02.png,making
Dataset\words\c03\c03-094a\c03-094a-06-03.png,modulate
Dataset\words\b01\b01-113\b01-113-00-08.png,of
Dataset\words\c06\c06-011\c06-011-05-01.png,fight
Dataset\words\a04\a04-081\a04-081-00-01.png,General
Dataset\words\c03\c03-094f\c03-094f-01-04.png,Sheila
Dataset\words\b04\b04-154\b04-154-06-03.png,being
Dataset\words\a01\a01-102u\a01-102u-03-09.png,on
Dataset\words\d06\d06-067\d06-067-05-00.png,piece
Dataset\words\b03\b03-104\b03-104-01-07.png,up
Dataset\words\d06\d06-000\d06-000-04-01.png,help
Dataset\words\c03\c03-021f\c03-021f-04-03.png,as
Dataset\words\d04\d04-005\d04-005-00-02.png,the
Dataset\words\e02\e02-074\e02-074-06-07.png,most
Dataset\words\b06\b06-008\b06-008-03-05.png,cloak
Dataset\words\b01\b01-057\b01-057-02-02.png,lend
Dataset\words\e01\e01-092\e01-092-07-07.png,thread
Dataset\words\c06\c06-058\c06-058-06-01.png,for
Dataset\words\a05\a05-104\a05-104-02-04.png,for
Dataset\words\b04\b04-140\b04-140-05-00.png,and
Dataset\words\b02\b02-045\b02-045-01-05.png,","
Dataset\words\b04\b04-181\b04-181-01-07.png,they
Dataset\words\b06\b06-087\b06-087-07-00.png,Polaris
Dataset\words\c03\c03-007d\c03-007d-03-05.png,the
Dataset\words\e07\e07-072\e07-072-06-02.png,they
Dataset\words\c06\c06-052\c06-052-01-11.png,skeleton
Dataset\words\b05\b05-032\b05-032-00-01.png,travellers
Dataset\words\a05\a05-004\a05-004-03-05.png,There
Dataset\words\a05\a05-104\a05-104-09-01.png,.
Dataset\words\a04\a04-019\a04-019-00-10.png,satisfaction
Dataset\words\b04\b04-107\b04-107-04-03.png,Mr.
Dataset\words\d01\d01-118\d01-118-04-00.png,writing
Dataset\words\a02\a02-004\a02-004-05-01.png,","
Dataset\words\a03\a03-043\a03-043-02-06.png,for
Dataset\words\c03\c03-007d\c03-007d-00-04.png,Honey
Dataset\words\c03\c03-000e\c03-000e-06-06.png,and
Dataset\words\a02\a02-053\a02-053-05-04.png,","
Dataset\words\e07\e07-061\e07-061-05-03.png,","
Dataset\words\b04\b04-140\b04-140-08-00.png,that
Dataset\words\d06\d06-104\d06-104-03-06.png,the
Dataset\words\b01\b01-118\b01-118-05-06.png,was
Dataset\words\a04\a04-010\a04-010-00-04.png,more
Dataset\words\a01\a01-077\a01-077-07-04.png,senior
Dataset\words\b06\b06-100\b06-100-08-02.png,.
Dataset\words\c03\c03-021b\c03-021b-02-01.png,but
Dataset\words\c06\c06-020\c06-020-05-09.png,'ll
Dataset\words\a03\a03-080\a03-080-09-04.png,be
Dataset\words\a01\a01-003u\a01-003u-07-02.png,.
Dataset\words\b01\b01-057\b01-057-05-05.png,solve
Dataset\words\e04\e04-103\e04-103-01-03.png,sides
Dataset\words\a06\a06-119\a06-119-05-01.png,more
Dataset\words\a05\a05-048\a05-048-01-00.png,evident
Dataset\words\c03\c03-087f\c03-087f-02-04.png,inevitability
Dataset\words\a06\a06-020\a06-020-03-06.png,have
Dataset\words\b04\b04-040\b04-040-04-08.png,of
Dataset\words\c06\c06-106\c06-106-07-05.png,has
Dataset\words\a01\a01-063x\a01-063x-07-07.png,United
Dataset\words\c06\c06-100\c06-100-04-04.png,.
Dataset\words\e06\e06-070\e06-070-02-07.png,or
Dataset\words\b04\b04-195\b04-195-01-09.png,DONS
Dataset\words\d05\d05-030\d05-030-01-03.png,nobler
Dataset\words\b04\b04-010\b04-010-05-03.png,fearlessly
Dataset\words\c03\c03-087e\c03-087e-05-02.png,We
Dataset\words\c03\c03-081a\c03-081a-02-01.png,herself
Dataset\words\a04\a04-039\a04-039-01-00.png,Mr.
Dataset\words\c03\c03-087f\c03-087f-00-01.png,went
Dataset\words\b06\b06-008\b06-008-07-06.png,his
Dataset\words\a04\a04-019\a04-019-00-02.png,that
Dataset\words\e07\e07-000\e07-000-00-08.png,Britain
Dataset\words\a05\a05-000\a05-000-03-04.png,will
Dataset\words\e04\e04-099\e04-099-01-06.png,for
Dataset\words\a04\a04-103\a04-103-06-02.png,a
Dataset\words\e02\e02-094\e02-094-02-02.png,upon
Dataset\words\c02\c02-078\c02-078-02-06.png,Much
Dataset\words\b05\b05-062\b05-062-03-00.png,saying
Dataset\words\c03\c03-021c\c03-021c-02-03.png,yet
Dataset\words\c06\c06-011\c06-011-04-03.png,now
Dataset\words\b04\b04-060\b04-060-00-01.png,is
Dataset\words\d04\d04-081\d04-081-02-04.png,at
Dataset\words\d04\d04-050\d04-050-00-01.png,will
Dataset\words\a05\a05-000\a05-000-02-00.png,contain
Dataset\words\a01\a01-053x\a01-053x-03-03.png,saying
Dataset\words\c02\c02-035\c02-035-05-01.png,paid
Dataset\words\b01\b01-027\b01-027-01-00.png,tonight
Dataset\words\d06\d06-063\d06-063-06-04.png,Continent
Dataset\words\d06\d06-063\d06-063-09-03.png,ignorance
Dataset\words\a01\a01-091\a01-091-03-00.png,censure
Dataset\words\c03\c03-000b\c03-000b-02-02.png,It
Dataset\words\d06\d06-086\d06-086-08-01.png,out
Dataset\words\b06\b06-000\b06-000-03-02.png,is
Dataset\words\e04\e04-079\e04-079-05-06.png,horizontal
Dataset\words\a03\a03-043\a03-043-06-07.png,Many
Dataset\words\c03\c03-087a\c03-087a-03-03.png,character
Dataset\words\c02\c02-026\c02-026-02-09.png,crowds
Dataset\words\e04\e04-052\e04-052-01-00.png,in
Dataset\words\a04\a04-069\a04-069-07-03.png,of
Dataset\words\a01\a01-091\a01-091-00-04.png,vote
Dataset\words\e04\e04-099\e04-099-06-10.png,thwarts
Dataset\words\e01\e01-113\e01-113-06-02.png,Bring
Dataset\words\a06\a06-114\a06-114-06-03.png,top
Dataset\words\d06\d06-046\d06-046-08-01.png,with
Dataset\words\b04\b04-004\b04-004-09-03.png,a
Dataset\words\c03\c03-000b\c03-000b-06-00.png,are
Dataset\words\c03\c03-003e\c03-003e-06-00.png,also
Dataset\words\a06\a06-110\a06-110-01-05.png,been
Dataset\words\a02\a02-050\a02-050-03-04.png,worthy
Dataset\words\e06\e06-037\e06-037-01-06.png,the
Dataset\words\e02\e02-025\e02-025-05-03.png,line
Dataset\words\a04\a04-027\a04-027-01-05.png,Vienna
